,fname,dialogue
7218,train_7218,"#Person1#: 피터이신가요? 중국에서 스티븐입니다. 원하시는 서류를 가지고 왔습니다.
#Person2#: 좋아요. 내일 아침에 페덱스로 보내주세요. 아니면 연방특송에 전화해서 픽업을 요청해주세요. 그래야 더 일찍 받을 수 있어요.
#Person1#: 그렇게 하면 돈이 많이 들겠네요.
#Person2#: 그건 걱정하지 마세요. 택배를 받으면 바로 환불해드리겠습니다.
#Person1#: 네. 그렇게 해 볼게요. 그런데 연방특송이 이 도시에서 우편물을 받을지는 잘 모르겠습니다. 만약 그렇다면 중국특송으로 택배를 보내드릴게요.
#Person2#: 알겠습니다."
7220,train_7220,"#Person1#: 오늘은 무엇을 도와드릴까요?
#Person2#: 제 세탁기가 작동하지 않아요.
#Person1#: 무슨 문제가 있나요?
#Person2#: 물이 빠지지 않아요.
#Person1#: 다른 문제는 없나요?
#Person2#: 아니요, 그게 전부에요.
#Person1#: 원하신다면 내려가서 고쳐드릴 수 있어요.
#Person2#: 언제 고쳐주실 수 있나요?
#Person1#: 오후 2시 30분 어떠세요?
#Person2#: 완벽해요.
#Person1#: 그럼, 그 때 뵙겠습니다?
#Person2#: 그 때 뵙겠습니다."
7221,train_7221,"#Person1#: 도와드릴까요?
#Person2#: 네, 방이 비어있나요?
#Person1#: 싱글룸을 찾으시나요?
#Person2#: 아니요. 더블룸 하나랑 트리플룸 세 개가 필요해요. 가족들이 차에서 기다리고 있답니다.
#Person1#: 이 양식을 작성해 주세요, 손님.
#Person2#: 알겠습니다. . . 여기 있습니다.
#Person1#: 여기 키가 있습니다. 체크아웃 시간은 정오에요.
#Person2#: 아침식사가 포함되나요?
#Person1#: 아니요."
7222,train_7222,"#Person1#: 여기 앉아도 될까요?
#Person2#: 죄송하지만 이 자리는 이미 예약된 상태에요.
#Person1#: 그렇군요, 어쨌든 고마워요.
#Person2#: 천만에요. 차장님이 지나갈 때 물어보시면, 자리를 찾아드릴 수 있을 거에요.
#Person1#: 고마워요."
7224,train_7224,"#Person1#: 그건 정말 악몽이었어!
#Person2#: 자기야, 무슨 일이야?
#Person1#: 15층이랑 16층 사이 엘레베이터에 갇혔어.
#Person2#: 오, 정말이야? 엘리베이터 통로에서는 전화신호가 차단되는 걸로 알고 있는데, 그럼 너는 어떻게 했어?
#Person1#: 비상 버튼을 눌렀지! 그리고 엘레베이터 안에서 구조를 기다렸어.
#Person2#: 그 때 무섭지 않았어?
#Person1#: 조금, 그래도 엘리베이터가 완전히 밀폐된 곳이 아니라는 걸 알고 있었거든. 적어도 숨막히지는 않을 거니까.
#Person2#: 너랑 같이 있던 사람이 있었어?
#Person1#: 물론이지, 엘리베이터 안에는 다른 사람들이 6명 있었어; 너무 무서워했고 심지어 누군가는 울기 시작했어.
#Person2#: 그러니까 너만이 담담했다는 거구나?
#Person1#: 그래. 난 부동산 관리소에 전화해야겠어.
#Person2#: 무슨 일로? 엘리베이터에서 일어난 일에 대해 불평할거야?
#Person1#: 그래. 정기적으로 엘리베이터를 점검해야지. 난 그 사실을 기억하도록 뭔가를 해야 하고, 그리고 그들은 건물에 소화기를 설치해야 해.
#Person2#: 그건 그냥 사고였어. 너는 너무 걱정하고 있어. 앞으로 부동산 관리소에서 엘리베이터 점검하고 서비스 개선할 거라고 생각해.
#Person1#: 네 말이 무슨 말인지 알아, 하지만 나는 그들에게 다시 한번 기억하도록 해야 해, 그리고 장애인들을 위한 엘리베이터 버튼을 수리하도록 해야겠어. 장애인들이 많은 불편을 겪었거든."
7225,train_7225,"#Person1#: 안녕하세요. 프론트 데스크입니다. 무엇을 도와드릴까요?
#Person2#: 안녕하세요. 209호에서 전화드립니다. TV 가이드를 찾지 못했어요. 하나 보내주실 수 있나요?
#Person1#: 물론입니다. 다른 것도 있으실까요?
#Person2#: 네. 또 한 가지 있습니다.
#Person1#: 말씀해주세요.
#Person2#: 체크인 했을 때 미니바 문이 열려 있었어요 저는 사용하지 않았고요. 확인하러 사람 좀 보내주실 수 있나요?
#Person1#: 바로 사람을 보내겠습니다. 하지만 그것에 대해 걱정하지 마세요. 아마 서비스 담당자가 잊어버린 것일 수 있습니다.
#Person2#: 감사합니다."
7231,train_7231,"#Person1#: 안녕, 수잔, 점심시간에 어디 있었어?
#Person2#: 아, 너 못 만나서 미안해. 그런데 내 지식에 대한 갈증이 음식에 대한 배고픔보다 컸어.
#Person1#: 나는 그런 문제가 없어. 그럼 어디 있었던거야?
#Person2#: 내 과학 수업이 늦어졌어."
7233,train_7233,"#Person1#: 웨이터! 우리 계산서에 문제가 있는 것 같아요.
#Person2#: 아니요, 그런 것 같지 않은데요...음료는 $10, 작은 접시는 15, 메인 요리는 20이에요.
#Person1#: 뭐라고요? 치즈 스틱이 15인 건 알고 있어요. 항상 치즈 스틱을 주문하는데, 메인 요리가 $10인 줄 알았는데요.
#Person2#: 아, 그럼 설명이 되네요. 35달러가 되어야 한다고 생각하시는군요.
#Person1#: 네, 정확히 그래요. 나머지 잔돈이 어떻게 되나 싶어서요. 15를 받아야 하는데, 5만 받았거든요!
#Person2#: 이해했습니다. 가끔 정직하지 않은 사람들이 있지만, 이건 솔직한 실수인 것 같아요. 저녁에 해삼을 주문하시지 않았으셨나요?
#Person1#: 네, 그리고 맛있었어요. 최고의 오이였어요! 제가 채식주의자라서 정말 다행이에요.
#Person2#: 손님, 죄송합니다만, 해삼을 주문하시지 않으셨나요? 아시다싶이 그건 오이가 아니에요.
#Person1#: 정말요? 바다에서 자라는 야채라고 생각했어요.
#Person2#: 아니요. 그건 해산물이에요.
#Person1#: 아, 이런!
#Person2#: 정말 죄송합니다. 당신이 주문한 것을 알고 있다고 생각했어요.
#Person1#: 사실, 제니가 제 주문을 받았는데. 그녀와 이야기해볼 수 있을까요?
#Person2#: 그녀는 집에 급한 일이 생겨서 나갔어요. 제가 그녀의 테이블을 맡게 된 거죠. 그렇지만 매니저와 이야기하면 주문에 대해 할인을 해드릴 수 있을 거에요.
#Person1#: 괜찮아요."
7236,train_7236,"#Person1#: 안녕하세요, 저는 스티브 손더스입니다. 당신 이름이 뭔가요? 
#Person2#: 저는 패티 휘트니입니다. 이 컨벤션 정말 좋지 않나요? 
#Person1#: 네, 맞아요. 제가 예상했던 것보다 훨씬 좋네요. 발표자들도 일류에요. 이게 첫 번째 컨퍼런스인가요? 
#Person2#: 아니요, 지난 3년 동안 계속 참석해 왔어요. 매년마다 더 좋아지는 것 같네요. 어디에서 오셨어요? 
#Person1#: 저는 뉴욕 롱아일랜드 출신이에요. 당신은요? 
#Person2#: 저는 해안 반대편, 로스앤젤레스에서 왔어요. 
#Person1#: 와우. 저는 캘리포니아를 정말 좋아해요. . . 날씨가 동해안보다 훨씬 좋죠. 
#Person2#: 캘리포니아에 가본 적 있나요? 
#Person1#: 한 번 있어요. 몇 년 전에 아이들을 데리고 디즈니랜드로 휴가를 갔었거든요. 아이들이 정말 즐거워했어요. 
#Person2#: 아이들이 몇 명이나 있으세요? 
#Person1#: 두 명이요, 남자 아이랑 여자 아이에요. 이제는 다 컸어요. 
#Person2#: 그게, 캘리포니아는 최근에 많이 변했어요. 언젠가 다시 와 보세요."
7240,train_7240,"#Person1#: 안녕하세요. 도와드릴 일이 있으신가요? 
#Person2#: 네, 체크인 하려고 합니다. 
#Person1#: 예약하셨나요? 
#Person2#: 네, 제 이름은 스티븐 스미스에요. 10월 2일부터 10월 6일까지 예약했어요. 지난 주에 전화했었어요.
#Person1#: 잠시만 기다려 주세요. 아, 네, 스티븐 스미스 씨. 욕조가 있는 싱글룸을 예약하셨군요. 맞나요? 
#Person2#: 네, 맞습니다. 
#Person1#: 이제, 스미스 씨, 이 등록 양식을 작성해 주시겠어요? 
#Person2#: 네, 알겠습니다. 그런데, 레스토랑은 어디에 있나요? 
#Person1#: 레스토랑은 2층에 있습니다. 여기 방 키입니다. 6층 609호입니다. 엘리베이터는 저쪽에 있습니다. 그리고 꼭대기 층에는 카페테리아도 있어요. 마실 걸 원하시면 룸 서비스를 이용하실 수도 있습니다. 
#Person2#: 감사합니다."
7241,train_7241,"#Person1#: 그런데 제 요리가 당신의 입맛에 맞지 않을까 걱정이네요.
#Person2#: 솔직히, 저는 엄청 좋아해요.
#Person1#: 좋아하신다니 기쁘네요. 더 많은 생선을 드릴게요.
#Person2#: 아니요, 감사합니다. 생선은 충분히 먹었는데, 스프가 좋을 것 같아요.
#Person1#: 여기 있어요. 마음껏 드세요.
#Person2#: 감사해요. 당신이 요리를 이렇게 잘하는지 몰랐어요. 제 아내도 당신에게 배울 수 있으면 좋겠네요.
#Person1#: 다음에 아내분을 데리고 오시는 건 어떨까요? 꽤 오랫동안 그녀를 보지 못했네요.
#Person2#: 그래요, 그렇게 할게요. 그녀도 당신을 보게 되서 무척 기쁠 거예요. 멋진 식사를 준비해주셔서 감사해요."
7249,train_7249,"#Person1#: 마이크! 바닥을 봐!
#Person2#: 무슨 문제인데?
#Person1#: 무슨 문제냐고? 너무 더럽잖아!
#Person2#: 아...
#Person1#: 네가 신발을 닦지 않아서 더러워진 거야.
#Person2#: 미안, 사랑해.
#Person1#: 지금 뭐 찾고 있는거야?
#Person2#: 내 담배.
#Person1#: 여기 없어. 쓰레기통에 있어.
#Person2#: 쓰레기통에! 왜 미리 말해주지 않았어?"
7253,train_7253,"#Person1#: 안녕하세요, 캐서린씨인가요?
#Person2#: 네, 제이슨씨 맞죠? 만나서 반갑습니다. 대만에 오신 것을 환영합니다.
#Person1#: 감사합니다, 반갑습니다.
#Person2#: 긴 비행이었을 텐데, 피곤하시겠어요.
#Person1#: 네, 그리고 음식이 정말 끔찍하더군요!
#Person2#: 아, 그런 일이 있었다니 안타깝네요. 하지만, 걱정하지 마세요! 대만에는 맛있는 음식이 많아요. 먼저, 호텔로 가서 휴식을 취하시죠.
#Person1#: 좋아요! 어떻게 가는 건가요?
#Person2#: 제 차가 주차장에 있어요, 이쪽으로 가요. 짐 좀 도와드릴게요."
7254,train_7254,"#Person1#: 정부가 사뭇 대담한 계획을 세워야 할 것 같아요. 정부는 말만 하고, 결국 경제 개선을 위해 아무것도 하지 않아요.
#Person2#: 맞아요. 그들은 항상 새롭고 진보적인 전략이 필요하다고 말하지만, 새로운 일자리를 창출하기 위해 아무것도 하지 않았어요.
#Person1#: 지난해에는 소득세를 낮춰 경제를 부양하려는 시도가 있었지만, 제 생각에는 역효과가 난 것 같아요. 세금 감면의 즉각적인 효과는 인플레이션을 상승시키는 것이었어요.
#Person2#: 가장 나쁜 부분은 이 인플레이션은 부자보다는 가난한 사람들에게 더 큰 타격을 주고, 장기적으로는 더 많은 실업을 초래한다는 것이죠. 경제를 다시 활기차게 만들기 위한 좋은 해결책이 무엇일지 모르겠어요...
#Person1#: 좋은 해결책이 있어요... 새로운 혈통이 필요해요! 이 대통령을 내보내고 새로운 지도자를 선출해야 해요!"
7259,train_7259,"#Person1#: 정말 멋진 게임이네요!
#Person2#: 네, 날씨도 좋고, 게임도 좋고, 선수들도 모두 좋아요.
#Person1#: 저는 존이 그 중에서도 가장 좋은 선수라고 생각해요.
#Person2#: 그럼요. 그는 우리 대학의 펙햄이죠.
#Person1#: 아마 그는 대학에 가지 않고, 축구 스타가 되어야 할지도 몰라요."
7263,train_7263,"#Person1#: 안녕하세요, 선생님. 도와드릴 일이 있으신가요?
#Person2#: 안녕하세요. 계산을 하려고요.
#Person1#: 알겠습니다. 현금으로 하시겠습니까, 아니면 신용카드로 하시겠습니까?
#Person2#: 현금으로 할게요. 총 요금이 얼마인가요?
#Person1#: 서비스 요금을 포함하여 총 오백삼십 위안입니다.
#Person2#: 여기요. 훌륭한 서비스에 감사드려요.
#Person1#: 별말씀을요. 다시 오시면 환영입니다."
7265,train_7265,"#Person1#: 여기 주차하면 돈 좀 아낄 수 있을 거야.
#Person2#: 응, 나는 거리 주차공간에 대해 지불할 필요가 없으니까.
#Person1#: 정말? 어제 주차공간을 찾는데 얼마나 걸렸어?
#Person2#: 음, 어제 밤에 일하고 집에 왔을 때 주차공간을 찾는데 삼십분이 걸렸어.
#Person1#: 너 늦게 집에 돌아오지, 그렇지 않아?
#Person2#: 응, 대략 일곱 시쯤이야. 그때쯤 되면 대부분의 거리 주차공간이 없어.
#Person1#: 아, 그래. 모든 것을 가질 수는 없지.
#Person2#: 응. 나는 거기에 만족해. 혼자 사는 것이 좋아."
7266,train_7266,"#Person1#: 커피 마시고 싶으시죠?
#Person2#: 오늘 아침은 차를 마시고 싶네요.
#Person1#: 다른 거는 어떤거 드시려고 하시나요?
#Person2#: 그냥 잉글리시 머핀 하나요. 당신은요?
#Person1#: 좋아보이네요. 저도 같은 거 주문할 거에요."
7267,train_7267,"#Person1#: 어떻게 생각하세요?
#Person2#: 정말 좋아 보입니다.
#Person1#: 이거 구매하고 싶어요.
#Person2#: 현금으로 하시겠습니까, 아니면 카드로 하시겠습니까?
#Person1#: 여기, 제 신용카드요.
#Person2#: 여기 서명만 해 주세요.
#Person1#: 그럼요. 여기 있습니다.
#Person2#: 영수증입니다. 좋은 하루 보내세요."
7268,train_7268,"#Person1#: 벌써 기차가 왔나요?
#Person2#: 아니요, 저는 오랫동안 기다리고 있었습니다.
#Person1#: 정말 믿을 수 없네요. 이번 주 내내 모든 회의에 늦었습니다.
#Person2#: 네, 저도요. 이 기차 때문에 중요한 고객들을 잃은 것 같아요!
#Person1#: 네, 저의 고객들도 불평하기 시작했습니다!
#Person2#: 오, 보세요! 지금 오고 있네요!"
7269,train_7269,"#Person1#: 이곳이 외환 부서인가요?
#Person2#: 네, 도와드릴 일이 있나요?
#Person1#: 저는 미국 달러가 필요합니다.
#Person2#: 어떤 화폐를 가지고 계신가요?
#Person1#: RIB요. 그런데 오늘 환율은 어떻게 되나요?
#Person2#: 현금으로 1미국 달러는 7.9위안입니다.
#Person1#: 그리고 저는 4000위안을 바꾸고 싶어요.
#Person2#: 수수료를 제외하면 여기 달러입니다. 여기 서명해 주세요.
#Person1#: 네, 감사합니다."
7271,train_7271,"#Person1#: 기대하는 연봉은 얼마인가요?
#Person2#: 제 능력에 따라 보수 받기를 기대하고 있어요.
#Person1#: 연봉 100,000 위안에 보너스를 더하는 것에 대해 어떻게 생각하시나요?
#Person2#: 제가 생각했던 것보다 조금 덜하네요. 하지만 저에게 가장 중요한 것은 일과 함께 일할 사람들이에요. 그리고 저는 경력과 경력에 따라 빨리 인상될 것이라고 확신해요.
#Person1#: 맞는 말 인 것 같네요.
#Person2#: 그런데, 제 수습 기간은 얼마나 되나요?
#Person1#: 일반적으로 6개월이고, 이 기간 동안은 반으로 삭감된 급여를 받아요."
7275,train_7275,"#Person1#: 어떻게 도와드릴까요?
#Person2#: 회사 정보에 대해 알아보러 왔어요. 이 회사는 언제 설립되었나요?
#Person1#: 이 회사는 1893년으로 거슬러 올라갈 수 있으니, 백 년의 역사가 있어요.
#Person2#: 정말요? 놀랍네요."
7276,train_7276,"#Person1#: 안녕하세요, 메이휴 씨. 오늘 기분이 어떠신가요?
#Person2#: 아주 좋아요, 고마워요, 제인. 제 예금 계좌에서 출금하고 싶어요.
#Person1#: 먼저 잔액 조회를 원하시나요, 메이휴 씨?
#Person2#: 그게 좋을 것 같네요, 네.
#Person1#: 잔액은 21,290 RMB입니다. 오늘 얼마나 출금하시겠어요?
#Person2#: 2,000 RMB면 충분할 것 같습니다, 고마워요.
#Person1#: 사실, 제가 제안하고 싶은 게 있어요. 우리가 시작한 새로운 서비스인 '위탁 예금 조합'에 대해 들어보셨나요?
#Person2#: 아니요, 들어본 적이 없어요. 그런데 제게 도움이 된다면 자세한 내용을 듣고 싶네요."
